VOC_Index,VOC_Name,Selection_Freq,Soft_Mean,Soft_Std,Soft_SEM
214,"698_1,6-Dioxaspiro[4.4]nonane, 2-ethyl-                                                                                        ",0.47,0.49925187,0.17258988,0.017258988320827486
215,701_(+)-4-Carene                                                                                                               ,0.39,0.46464753,0.18072793,0.018072792887687684
216,703_Lethane                                                                                                                    ,0.45,0.48703298,0.16378224,0.01637822389602661
217,706_2-Butoxyethyl acetate                                                                                                      ,0.39,0.4549681,0.19046101,0.019046100974082946
218,"709_4-Heptanol, 2,6-dimethyl-                                                                                                  ",0.49,0.4936601,0.1624566,0.016245660185813905
219,711_2-Nonanone                                                                                                                 ,0.54,0.5021835,0.18812336,0.018812336027622223
220,"714_Benzoic acid, methyl ester                                                                                                 ",0.41,0.47461295,0.15763225,0.01576322466135025
221,"717_1-Hexadecen-3-ol, 3,5,11,15-tetramethyl-                                                                                   ",0.35,0.4448148,0.16770756,0.016770756244659422
222,"719_Heptanal, 7,7-dimethoxy-                                                                                                   ",0.32,0.41541612,0.17949836,0.01794983595609665
223,720_Linalool                                                                                                                   ,0.5,0.50750273,0.17241542,0.017241542041301728
224,"728_2-Cyclohexen-1-one, 3,6-dimethyl-6-(1-methylethyl)-                                                                        ",0.52,0.5126566,0.17731437,0.017731437087059022
225,732_Nonanal                                                                                                                    ,0.28,0.42817634,0.16872422,0.01687242239713669
226,"741_Decane, 2,5-dimethyl-                                                                                                      ",0.47,0.47382736,0.16838388,0.01683838814496994
227,"743_Benzene, 1,3-dichloro-2-methyl-                                                                                            ",0.48,0.47862124,0.18952742,0.018952742218971252
228,749_Isophorone                                                                                                                 ,0.56,0.5265305,0.18751493,0.018751493096351622
229,"752_Hexanoic acid, 2-ethyl-                                                                                                    ",0.32,0.41610703,0.17189093,0.017189092934131622
230,"755_Undecane, 3,8-dimethyl-                                                                                                    ",0.33,0.44054523,0.16352257,0.01635225713253021
231,"771_1H-Indene, 2,3-dihydro-5-methyl-                                                                                           ",0.47,0.5146856,0.16963363,0.01696336269378662
232,"777_Cyclopentasiloxane, decamethyl-                                                                                            ",0.43,0.48168242,0.16898537,0.016898536682128908
233,"781_trans-1,2-Dimethylsilacyclohexane                                                                                          ",0.38,0.4602171,0.17790101,0.01779010146856308
234,"782_2,6-Dihydroxyacetophenone, 2TMS derivative                                                                                 ",0.41,0.46382105,0.16923727,0.016923727095127107
235,"783_Cyclohexanol, 1-butyl-                                                                                                     ",0.37,0.4508914,0.17901923,0.01790192276239395
236,"784_1,1,3,3,5,5,7,7-Octamethyl-7-(2-methylpropoxy)tetrasiloxan-1-ol                                                            ",0.32,0.4193602,0.16505228,0.016505227982997896
237,"787_Acetamide, 2-(3-cyano-4-methoxymethyl-6-methylpyridin-2-ylsulfanyl)-N-(3-trifluoromethylphenyl)-                           ",0.42,0.48170638,0.19498347,0.019498346745967864
238,"793_Hexadecanal, 2-methyl-                                                                                                     ",0.45,0.47072968,0.17066503,0.01706650257110596
239,794_(R)-(+)-1-Phenyl-1-propanol                                                                                                ,0.46,0.4802579,0.16258247,0.016258247196674347
240,"795_2(3H)-Furanone, dihydro-5-propyl-                                                                                          ",0.39,0.44908643,0.18948099,0.018948099017143248
241,"799_2(3H)-Furanone, 5-heptyldihydro-                                                                                           ",0.48,0.4883223,0.17943159,0.017943158745765686
242,"802_Silane, cyclohexyldimethoxymethyl-                                                                                         ",0.44,0.47782695,0.19545867,0.019545866549015044
243,"804_2,6-Dimethyldecane                                                                                                         ",0.4,0.46689782,0.17996648,0.017996647953987123
244,"807_Benzene, (2-methylbutyl)-                                                                                                  ",0.34,0.43759117,0.16569315,0.016569314897060393
